id_peixe,id_lance_rede,codigo_local,local_regional,grade_amostral,ano,comprimento_total_mm,peso_g,sexo,maturidade,idade_anos,classe_comprimento
5131,2005047,2,Huron a Fairport Harbor,1097,2005,416,784,macho,maduro,2,comprimento_Q2
5132,2005047,2,Huron a Fairport Harbor,1097,2005,398,651,fêmea,imaturo,2,comprimento_Q2
5133,2005047,2,Huron a Fairport Harbor,1097,2005,431,777,fêmea,imaturo,2,comprimento_Q2
5134,2005047,2,Huron a Fairport Harbor,1097,2005,402,622,fêmea,imaturo,2,comprimento_Q2
5135,2005047,2,Huron a Fairport Harbor,1097,2005,495,1248,macho,maduro,4,comprimento_Q3
5136,2005047,2,Huron a Fairport Harbor,1097,2005,580,2415,macho,maduro,11,comprimento_Q4
5137,2005047,2,Huron a Fairport Harbor,1097,2005,438,722,fêmea,imaturo,2,comprimento_Q2
5138,2005047,2,Huron a Fairport Harbor,1097,2005,402,616,macho,maduro,2,comprimento_Q2
5139,2005047,2,Huron a Fairport Harbor,1097,2005,652,3493,macho,maduro,7,comprimento_Q4
5140,2005047,2,Huron a Fairport Harbor,1097,2005,442,808,fêmea,imaturo,2,comprimento_Q2
5141,2005047,2,Huron a Fairport Harbor,1097,2005,512,1461,macho,maduro,6,comprimento_Q3
5142,2005047,2,Huron a Fairport Harbor,1097,2005,498,1362,macho,maduro,11,comprimento_Q3
5143,2005047,2,Huron a Fairport Harbor,1097,2005,452,953,fêmea,imaturo,2,comprimento_Q2
5144,2005047,2,Huron a Fairport Harbor,1097,2005,470,1202,macho,maduro,4,comprimento_Q3
5145,2005047,2,Huron a Fairport Harbor,1097,2005,422,748,macho,maduro,4,comprimento_Q2
5146,2005047,2,Huron a Fairport Harbor,1097,2005,452,976,fêmea,maduro,2,comprimento_Q2
5147,2005047,2,Huron a Fairport Harbor,1097,2005,412,697,macho,maduro,2,comprimento_Q2
5148,2005047,2,Huron a Fairport Harbor,1097,2005,453,961,fêmea,imaturo,2,comprimento_Q2
5149,2005047,2,Huron a Fairport Harbor,1097,2005,500,1308,macho,maduro,4,comprimento_Q3
5150,2005047,2,Huron a Fairport Harbor,1097,2005,456,899,fêmea,imaturo,2,comprimento_Q2
5151,2005047,2,Huron a Fairport Harbor,1097,2005,441,852,fêmea,imaturo,2,comprimento_Q2
5152,2005047,2,Huron a Fairport Harbor,1097,2005,426,750,fêmea,imaturo,2,comprimento_Q2
5153,2005047,2,Huron a Fairport Harbor,1097,2005,568,2007,fêmea,maduro,4,comprimento_Q4
5154,2005047,2,Huron a Fairport Harbor,1097,2005,470,1090,macho,maduro,4,comprimento_Q3
5155,2005047,2,Huron a Fairport Harbor,1097,2005,436,873,macho,maduro,2,comprimento_Q2
5156,2005047,2,Huron a Fairport Harbor,1097,2005,416,716,macho,maduro,2,comprimento_Q2
5157,2005047,2,Huron a Fairport Harbor,1097,2005,450,979,fêmea,imaturo,2,comprimento_Q2
5158,2005047,2,Huron a Fairport Harbor,1097,2005,407,616,macho,maduro,2,comprimento_Q2
5159,2005048,2,Huron a Fairport Harbor,1155,2005,414,806,fêmea,imaturo,2,comprimento_Q2
5160,2005048,2,Huron a Fairport Harbor,1155,2005,446,945,fêmea,imaturo,2,comprimento_Q2
5161,2005048,2,Huron a Fairport Harbor,1155,2005,427,715,macho,maduro,2,comprimento_Q2
5162,2005048,2,Huron a Fairport Harbor,1155,2005,399,639,macho,maduro,2,comprimento_Q2
5163,2005048,2,Huron a Fairport Harbor,1155,2005,420,688,macho,maduro,2,comprimento_Q2
5164,2005048,2,Huron a Fairport Harbor,1155,2005,397,618,macho,maduro,2,comprimento_Q2
5165,2005048,2,Huron a Fairport Harbor,1155,2005,433,811,fêmea,imaturo,2,comprimento_Q2
5166,2005048,2,Huron a Fairport Harbor,1155,2005,388,542,macho,maduro,2,comprimento_Q1
5167,2005048,2,Huron a Fairport Harbor,1155,2005,493,1219,macho,maduro,4,comprimento_Q3
5168,2005048,2,Huron a Fairport Harbor,1155,2005,414,727,macho,maduro,2,comprimento_Q2
5169,2005048,2,Huron a Fairport Harbor,1155,2005,408,700,macho,maduro,2,comprimento_Q2
5170,2005048,2,Huron a Fairport Harbor,1155,2005,399,615,fêmea,imaturo,2,comprimento_Q2
5171,2005048,2,Huron a Fairport Harbor,1155,2005,421,636,fêmea,imaturo,2,comprimento_Q2
5172,2005048,2,Huron a Fairport Harbor,1155,2005,403,721,macho,maduro,2,comprimento_Q2
5173,2005048,2,Huron a Fairport Harbor,1155,2005,436,869,macho,maduro,2,comprimento_Q2
5174,2005048,2,Huron a Fairport Harbor,1155,2005,419,691,macho,maduro,2,comprimento_Q2
5175,2005048,2,Huron a Fairport Harbor,1155,2005,392,646,macho,maduro,2,comprimento_Q1
5176,2005048,2,Huron a Fairport Harbor,1155,2005,412,687,macho,maduro,2,comprimento_Q2
5177,2005048,2,Huron a Fairport Harbor,1155,2005,397,523,macho,maduro,2,comprimento_Q2
5178,2005048,2,Huron a Fairport Harbor,1155,2005,479,1158,fêmea,imaturo,2,comprimento_Q3
5179,2005048,2,Huron a Fairport Harbor,1155,2005,364,570,macho,maduro,2,comprimento_Q1
5180,2005048,2,Huron a Fairport Harbor,1155,2005,416,715,macho,maduro,2,comprimento_Q2
5181,2005048,2,Huron a Fairport Harbor,1155,2005,661,3143,fêmea,maduro,6,comprimento_Q4
5182,2005048,2,Huron a Fairport Harbor,1155,2005,546,1866,fêmea,maduro,4,comprimento_Q4
5183,2005048,2,Huron a Fairport Harbor,1155,2005,423,802,fêmea,imaturo,4,comprimento_Q2
5184,2005048,2,Huron a Fairport Harbor,1155,2005,443,874,fêmea,imaturo,2,comprimento_Q2
5185,2005048,2,Huron a Fairport Harbor,1155,2005,451,904,fêmea,maduro,2,comprimento_Q2
5186,2005048,2,Huron a Fairport Harbor,1155,2005,402,658,macho,maduro,2,comprimento_Q2
5187,2005048,2,Huron a Fairport Harbor,1155,2005,437,738,fêmea,imaturo,2,comprimento_Q2
5188,2005048,2,Huron a Fairport Harbor,1155,2005,447,840,fêmea,imaturo,2,comprimento_Q2
5189,2005048,2,Huron a Fairport Harbor,1155,2005,444,911,fêmea,imaturo,2,comprimento_Q2
5190,2005048,2,Huron a Fairport Harbor,1155,2005,417,748,macho,maduro,2,comprimento_Q2
5191,2005048,2,Huron a Fairport Harbor,1155,2005,446,852,fêmea,imaturo,2,comprimento_Q2
5192,2005048,2,Huron a Fairport Harbor,1155,2005,458,962,fêmea,imaturo,2,comprimento_Q3
5193,2005048,2,Huron a Fairport Harbor,1155,2005,446,872,macho,maduro,4,comprimento_Q2
5194,2005048,2,Huron a Fairport Harbor,1155,2005,459,875,fêmea,maduro,2,comprimento_Q3
5195,2005048,2,Huron a Fairport Harbor,1155,2005,458,1028,fêmea,imaturo,2,comprimento_Q3
5196,2005048,2,Huron a Fairport Harbor,1155,2005,436,799,macho,maduro,2,comprimento_Q2
5197,2005048,2,Huron a Fairport Harbor,1155,2005,438,810,fêmea,imaturo,2,comprimento_Q2
5198,2005048,2,Huron a Fairport Harbor,1155,2005,429,744,macho,maduro,2,comprimento_Q2
5199,2005048,2,Huron a Fairport Harbor,1155,2005,388,570,macho,maduro,2,comprimento_Q1
5200,2005048,2,Huron a Fairport Harbor,1155,2005,438,859,fêmea,imaturo,2,comprimento_Q2
5201,2005048,2,Huron a Fairport Harbor,1155,2005,435,811,macho,maduro,2,comprimento_Q2
5202,2005048,2,Huron a Fairport Harbor,1155,2005,423,761,macho,maduro,4,comprimento_Q2
5203,2005048,2,Huron a Fairport Harbor,1155,2005,530,1583,macho,maduro,9,comprimento_Q4
5204,2005048,2,Huron a Fairport Harbor,1155,2005,448,1006,fêmea,imaturo,2,comprimento_Q2
5205,2005048,2,Huron a Fairport Harbor,1155,2005,421,760,macho,maduro,2,comprimento_Q2
5206,2005048,2,Huron a Fairport Harbor,1155,2005,445,815,fêmea,imaturo,2,comprimento_Q2
5207,2005048,2,Huron a Fairport Harbor,1155,2005,428,840,fêmea,imaturo,2,comprimento_Q2
5208,2005048,2,Huron a Fairport Harbor,1155,2005,397,606,macho,maduro,2,comprimento_Q2
5209,2005048,2,Huron a Fairport Harbor,1155,2005,427,833,fêmea,imaturo,2,comprimento_Q2
5210,2005048,2,Huron a Fairport Harbor,1155,2005,440,847,macho,maduro,2,comprimento_Q2
5211,2005048,2,Huron a Fairport Harbor,1155,2005,432,813,fêmea,imaturo,2,comprimento_Q2
5212,2005048,2,Huron a Fairport Harbor,1155,2005,413,750,macho,maduro,2,comprimento_Q2
5213,2005048,2,Huron a Fairport Harbor,1155,2005,435,809,macho,maduro,2,comprimento_Q2
5214,2005048,2,Huron a Fairport Harbor,1155,2005,584,2418,fêmea,maduro,6,comprimento_Q4
5215,2005048,2,Huron a Fairport Harbor,1155,2005,452,867,fêmea,imaturo,2,comprimento_Q2
5216,2005048,2,Huron a Fairport Harbor,1155,2005,425,728,macho,maduro,2,comprimento_Q2
5217,2005048,2,Huron a Fairport Harbor,1155,2005,423,811,macho,maduro,4,comprimento_Q2
5218,2005048,2,Huron a Fairport Harbor,1155,2005,377,599,fêmea,imaturo,2,comprimento_Q1
5219,2005048,2,Huron a Fairport Harbor,1155,2005,393,595,macho,maduro,2,comprimento_Q1
5220,2005048,2,Huron a Fairport Harbor,1155,2005,433,839,macho,maduro,2,comprimento_Q2
5221,2005048,2,Huron a Fairport Harbor,1155,2005,417,721,macho,maduro,2,comprimento_Q2
5222,2005048,2,Huron a Fairport Harbor,1155,2005,441,893,macho,maduro,2,comprimento_Q2
5223,2005048,2,Huron a Fairport Harbor,1155,2005,412,748,macho,maduro,2,comprimento_Q2
5224,2005048,2,Huron a Fairport Harbor,1155,2005,419,774,macho,maduro,2,comprimento_Q2
5225,2005048,2,Huron a Fairport Harbor,1155,2005,435,718,macho,maduro,2,comprimento_Q2
5226,2005048,2,Huron a Fairport Harbor,1155,2005,413,773,macho,maduro,2,comprimento_Q2
5227,2005048,2,Huron a Fairport Harbor,1155,2005,418,745,fêmea,imaturo,2,comprimento_Q2
5228,2005048,2,Huron a Fairport Harbor,1155,2005,436,804,macho,maduro,2,comprimento_Q2
5229,2005048,2,Huron a Fairport Harbor,1155,2005,495,1268,macho,maduro,5,comprimento_Q3
5230,2005048,2,Huron a Fairport Harbor,1155,2005,406,723,macho,maduro,2,comprimento_Q2
5231,2005048,2,Huron a Fairport Harbor,1155,2005,355,414,macho,maduro,1,comprimento_Q1
5232,2005048,2,Huron a Fairport Harbor,1155,2005,430,834,macho,maduro,2,comprimento_Q2
5233,2005048,2,Huron a Fairport Harbor,1155,2005,451,918,macho,maduro,2,comprimento_Q2
5234,2005048,2,Huron a Fairport Harbor,1155,2005,448,903,fêmea,imaturo,2,comprimento_Q2
5235,2005048,2,Huron a Fairport Harbor,1155,2005,460,1035,macho,maduro,4,comprimento_Q3
5236,2005048,2,Huron a Fairport Harbor,1155,2005,443,867,fêmea,imaturo,2,comprimento_Q2
5237,2005048,2,Huron a Fairport Harbor,1155,2005,405,653,macho,maduro,2,comprimento_Q2
5238,2005048,2,Huron a Fairport Harbor,1155,2005,431,783,macho,maduro,2,comprimento_Q2
5239,2005048,2,Huron a Fairport Harbor,1155,2005,447,800,fêmea,imaturo,2,comprimento_Q2
5240,2005048,2,Huron a Fairport Harbor,1155,2005,414,688,fêmea,imaturo,2,comprimento_Q2
5241,2005048,2,Huron a Fairport Harbor,1155,2005,448,842,macho,maduro,4,comprimento_Q2
5242,2005048,2,Huron a Fairport Harbor,1155,2005,452,924,fêmea,imaturo,2,comprimento_Q2
5243,2005048,2,Huron a Fairport Harbor,1155,2005,433,801,fêmea,imaturo,2,comprimento_Q2
5244,2005048,2,Huron a Fairport Harbor,1155,2005,444,976,fêmea,imaturo,2,comprimento_Q2
5245,2005048,2,Huron a Fairport Harbor,1155,2005,492,1158,macho,maduro,4,comprimento_Q3
5246,2005048,2,Huron a Fairport Harbor,1155,2005,405,640,macho,maduro,2,comprimento_Q2
5247,2005048,2,Huron a Fairport Harbor,1155,2005,471,1077,fêmea,imaturo,4,comprimento_Q3
5248,2005048,2,Huron a Fairport Harbor,1155,2005,398,593,macho,imaturo,2,comprimento_Q2
5249,2005048,2,Huron a Fairport Harbor,1155,2005,414,730,macho,maduro,2,comprimento_Q2
5250,2005048,2,Huron a Fairport Harbor,1155,2005,443,820,macho,maduro,4,comprimento_Q2
5251,2005048,2,Huron a Fairport Harbor,1155,2005,427,678,macho,maduro,2,comprimento_Q2
5252,2005048,2,Huron a Fairport Harbor,1155,2005,432,823,macho,maduro,2,comprimento_Q2
5253,2005048,2,Huron a Fairport Harbor,1155,2005,451,961,fêmea,imaturo,2,comprimento_Q2
5254,2005048,2,Huron a Fairport Harbor,1155,2005,421,678,macho,maduro,2,comprimento_Q2
5255,2005048,2,Huron a Fairport Harbor,1155,2005,401,654,macho,maduro,2,comprimento_Q2
5256,2005048,2,Huron a Fairport Harbor,1155,2005,404,613,macho,maduro,2,comprimento_Q2
5257,2005048,2,Huron a Fairport Harbor,1155,2005,439,837,fêmea,imaturo,2,comprimento_Q2
5258,2005048,2,Huron a Fairport Harbor,1155,2005,415,745,macho,maduro,2,comprimento_Q2
5259,2005048,2,Huron a Fairport Harbor,1155,2005,430,858,macho,maduro,2,comprimento_Q2
5260,2005048,2,Huron a Fairport Harbor,1155,2005,412,658,macho,maduro,2,comprimento_Q2
5261,2005048,2,Huron a Fairport Harbor,1155,2005,409,740,macho,maduro,2,comprimento_Q2
5262,2005048,2,Huron a Fairport Harbor,1155,2005,455,883,fêmea,imaturo,2,comprimento_Q2
5263,2005048,2,Huron a Fairport Harbor,1155,2005,532,1589,fêmea,maduro,4,comprimento_Q4
5264,2005048,2,Huron a Fairport Harbor,1155,2005,456,923,fêmea,imaturo,2,comprimento_Q2
5265,2005048,2,Huron a Fairport Harbor,1155,2005,412,673,macho,maduro,2,comprimento_Q2
5266,2005048,2,Huron a Fairport Harbor,1155,2005,395,644,macho,maduro,2,comprimento_Q1
5267,2005048,2,Huron a Fairport Harbor,1155,2005,422,777,macho,maduro,4,comprimento_Q2
5268,2005048,2,Huron a Fairport Harbor,1155,2005,389,581,fêmea,imaturo,2,comprimento_Q1
5269,2005048,2,Huron a Fairport Harbor,1155,2005,434,803,fêmea,imaturo,2,comprimento_Q2
5270,2005048,2,Huron a Fairport Harbor,1155,2005,438,835,macho,maduro,2,comprimento_Q2
5271,2005048,2,Huron a Fairport Harbor,1155,2005,408,724,macho,maduro,2,comprimento_Q2
5272,2005048,2,Huron a Fairport Harbor,1155,2005,409,629,fêmea,imaturo,2,comprimento_Q2
5273,2005048,2,Huron a Fairport Harbor,1155,2005,418,806,macho,maduro,2,comprimento_Q2
5274,2005048,2,Huron a Fairport Harbor,1155,2005,405,608,macho,maduro,2,comprimento_Q2
5275,2005048,2,Huron a Fairport Harbor,1155,2005,383,647,macho,maduro,2,comprimento_Q1
5276,2005050,2,Huron a Fairport Harbor,1157,2005,393,537,macho,maduro,2,comprimento_Q1
5277,2005050,2,Huron a Fairport Harbor,1157,2005,434,661,fêmea,imaturo,2,comprimento_Q2
5278,2005050,2,Huron a Fairport Harbor,1157,2005,389,570,macho,maduro,2,comprimento_Q1
5279,2005050,2,Huron a Fairport Harbor,1157,2005,433,826,macho,maduro,2,comprimento_Q2
5280,2005050,2,Huron a Fairport Harbor,1157,2005,446,795,fêmea,imaturo,2,comprimento_Q2
5281,2005050,2,Huron a Fairport Harbor,1157,2005,432,763,macho,maduro,2,comprimento_Q2
5282,2005050,2,Huron a Fairport Harbor,1157,2005,411,625,macho,maduro,2,comprimento_Q2
5283,2005050,2,Huron a Fairport Harbor,1157,2005,422,671,macho,maduro,4,comprimento_Q2
5284,2005050,2,Huron a Fairport Harbor,1157,2005,426,810,macho,maduro,2,comprimento_Q2
5285,2005050,2,Huron a Fairport Harbor,1157,2005,555,1866,macho,maduro,4,comprimento_Q4
5286,2005050,2,Huron a Fairport Harbor,1157,2005,443,857,macho,maduro,4,comprimento_Q2
5287,2005050,2,Huron a Fairport Harbor,1157,2005,446,868,fêmea,imaturo,2,comprimento_Q2
5288,2005050,2,Huron a Fairport Harbor,1157,2005,481,980,fêmea,imaturo,2,comprimento_Q3
5289,2005050,2,Huron a Fairport Harbor,1157,2005,416,733,macho,maduro,2,comprimento_Q2
5290,2005050,2,Huron a Fairport Harbor,1157,2005,407,614,fêmea,imaturo,2,comprimento_Q2
5291,2005050,2,Huron a Fairport Harbor,1157,2005,425,706,fêmea,imaturo,2,comprimento_Q2
5292,2005050,2,Huron a Fairport Harbor,1157,2005,436,812,fêmea,imaturo,2,comprimento_Q2
5293,2005050,2,Huron a Fairport Harbor,1157,2005,423,721,macho,maduro,4,comprimento_Q2
5294,2005050,2,Huron a Fairport Harbor,1157,2005,419,760,macho,maduro,2,comprimento_Q2
5295,2005050,2,Huron a Fairport Harbor,1157,2005,417,781,macho,maduro,2,comprimento_Q2
5296,2005050,2,Huron a Fairport Harbor,1157,2005,475,1025,fêmea,imaturo,2,comprimento_Q3
5297,2005050,2,Huron a Fairport Harbor,1157,2005,422,706,fêmea,imaturo,2,comprimento_Q2
5298,2005050,2,Huron a Fairport Harbor,1157,2005,409,677,macho,maduro,2,comprimento_Q2
5299,2005050,2,Huron a Fairport Harbor,1157,2005,460,1059,fêmea,imaturo,2,comprimento_Q3
5300,2005050,2,Huron a Fairport Harbor,1157,2005,452,971,macho,maduro,2,comprimento_Q2
5301,2005050,2,Huron a Fairport Harbor,1157,2005,352,475,macho,maduro,1,comprimento_Q1
5302,2005050,2,Huron a Fairport Harbor,1157,2005,425,764,macho,maduro,2,comprimento_Q2
5303,2005050,2,Huron a Fairport Harbor,1157,2005,483,1275,macho,maduro,4,comprimento_Q3
5304,2005050,2,Huron a Fairport Harbor,1157,2005,436,834,macho,maduro,2,comprimento_Q2
5305,2005050,2,Huron a Fairport Harbor,1157,2005,513,1503,macho,maduro,4,comprimento_Q4
5306,2005050,2,Huron a Fairport Harbor,1157,2005,422,783,macho,maduro,4,comprimento_Q2
5307,2005050,2,Huron a Fairport Harbor,1157,2005,405,682,macho,maduro,2,comprimento_Q2
5308,2005050,2,Huron a Fairport Harbor,1157,2005,428,774,fêmea,imaturo,2,comprimento_Q2
5309,2005050,2,Huron a Fairport Harbor,1157,2005,438,881,macho,maduro,2,comprimento_Q2
5310,2005050,2,Huron a Fairport Harbor,1157,2005,407,645,macho,maduro,2,comprimento_Q2
5311,2005050,2,Huron a Fairport Harbor,1157,2005,527,1560,macho,maduro,4,comprimento_Q4
5312,2005050,2,Huron a Fairport Harbor,1157,2005,419,734,macho,maduro,2,comprimento_Q2
5313,2005050,2,Huron a Fairport Harbor,1157,2005,416,707,macho,maduro,2,comprimento_Q2
5314,2005050,2,Huron a Fairport Harbor,1157,2005,416,767,macho,maduro,2,comprimento_Q2
5315,2005050,2,Huron a Fairport Harbor,1157,2005,407,753,macho,maduro,2,comprimento_Q2
5316,2005050,2,Huron a Fairport Harbor,1157,2005,402,626,macho,maduro,2,comprimento_Q2
5317,2005050,2,Huron a Fairport Harbor,1157,2005,392,698,macho,maduro,2,comprimento_Q1
5318,2005050,2,Huron a Fairport Harbor,1157,2005,395,639,macho,maduro,2,comprimento_Q1
5319,2005050,2,Huron a Fairport Harbor,1157,2005,342,370,fêmea,imaturo,1,comprimento_Q1
5320,2005050,2,Huron a Fairport Harbor,1157,2005,413,707,macho,maduro,2,comprimento_Q2
5321,2005050,2,Huron a Fairport Harbor,1157,2005,405,718,macho,maduro,2,comprimento_Q2
5322,2005050,2,Huron a Fairport Harbor,1157,2005,444,807,fêmea,imaturo,2,comprimento_Q2
5323,2005050,2,Huron a Fairport Harbor,1157,2005,443,800,fêmea,imaturo,2,comprimento_Q2
5324,2005050,2,Huron a Fairport Harbor,1157,2005,417,759,macho,maduro,2,comprimento_Q2
5325,2005050,2,Huron a Fairport Harbor,1157,2005,459,1009,fêmea,imaturo,2,comprimento_Q3
5326,2005050,2,Huron a Fairport Harbor,1157,2005,423,766,macho,maduro,4,comprimento_Q2
5327,2005050,2,Huron a Fairport Harbor,1157,2005,415,648,fêmea,imaturo,2,comprimento_Q2
5328,2005050,2,Huron a Fairport Harbor,1157,2005,406,665,macho,maduro,2,comprimento_Q2
5329,2005050,2,Huron a Fairport Harbor,1157,2005,451,961,fêmea,imaturo,2,comprimento_Q2
5330,2005050,2,Huron a Fairport Harbor,1157,2005,396,584,macho,maduro,2,comprimento_Q2
5331,2005050,2,Huron a Fairport Harbor,1157,2005,479,1014,fêmea,imaturo,2,comprimento_Q3
5332,2005050,2,Huron a Fairport Harbor,1157,2005,429,764,macho,maduro,2,comprimento_Q2
5333,2005050,2,Huron a Fairport Harbor,1157,2005,442,881,fêmea,imaturo,2,comprimento_Q2
5334,2005050,2,Huron a Fairport Harbor,1157,2005,435,790,macho,maduro,2,comprimento_Q2
5335,2005050,2,Huron a Fairport Harbor,1157,2005,467,981,macho,maduro,4,comprimento_Q3
5336,2005050,2,Huron a Fairport Harbor,1157,2005,482,1038,fêmea,maduro,2,comprimento_Q3
5337,2005050,2,Huron a Fairport Harbor,1157,2005,423,794,macho,maduro,4,comprimento_Q2
5338,2005050,2,Huron a Fairport Harbor,1157,2005,592,2262,fêmea,maduro,4,comprimento_Q4
5339,2005050,2,Huron a Fairport Harbor,1157,2005,557,1954,macho,maduro,6,comprimento_Q4
5340,2005050,2,Huron a Fairport Harbor,1157,2005,468,1002,fêmea,imaturo,2,comprimento_Q3
5341,2005050,2,Huron a Fairport Harbor,1157,2005,396,643,macho,maduro,2,comprimento_Q2
5342,2005050,2,Huron a Fairport Harbor,1157,2005,397,661,macho,maduro,2,comprimento_Q2
5343,2005050,2,Huron a Fairport Harbor,1157,2005,391,628,macho,maduro,2,comprimento_Q1
5344,2005050,2,Huron a Fairport Harbor,1157,2005,397,610,macho,maduro,2,comprimento_Q2
5345,2005050,2,Huron a Fairport Harbor,1157,2005,443,861,fêmea,maduro,2,comprimento_Q2
5346,2005050,2,Huron a Fairport Harbor,1157,2005,439,848,macho,maduro,2,comprimento_Q2
5347,2005050,2,Huron a Fairport Harbor,1157,2005,431,827,fêmea,imaturo,2,comprimento_Q2
5348,2005050,2,Huron a Fairport Harbor,1157,2005,396,646,macho,maduro,2,comprimento_Q2
5349,2005050,2,Huron a Fairport Harbor,1157,2005,412,738,macho,maduro,2,comprimento_Q2
5350,2005050,2,Huron a Fairport Harbor,1157,2005,467,1022,fêmea,imaturo,2,comprimento_Q3
5351,2005050,2,Huron a Fairport Harbor,1157,2005,407,722,macho,maduro,2,comprimento_Q2
5352,2005050,2,Huron a Fairport Harbor,1157,2005,445,964,fêmea,imaturo,2,comprimento_Q2
5353,2005050,2,Huron a Fairport Harbor,1157,2005,394,613,macho,maduro,2,comprimento_Q1
5354,2005050,2,Huron a Fairport Harbor,1157,2005,597,2386,fêmea,maduro,4,comprimento_Q4
5355,2005050,2,Huron a Fairport Harbor,1157,2005,596,2500,macho,maduro,8,comprimento_Q4
5356,2005050,2,Huron a Fairport Harbor,1157,2005,442,725,fêmea,imaturo,2,comprimento_Q2
5357,2005050,2,Huron a Fairport Harbor,1157,2005,409,714,macho,maduro,2,comprimento_Q2
5358,2005050,2,Huron a Fairport Harbor,1157,2005,395,603,macho,maduro,2,comprimento_Q1
5359,2005050,2,Huron a Fairport Harbor,1157,2005,425,733,macho,maduro,2,comprimento_Q2
5360,2005050,2,Huron a Fairport Harbor,1157,2005,388,606,macho,maduro,2,comprimento_Q1
5361,2005050,2,Huron a Fairport Harbor,1157,2005,482,1103,fêmea,imaturo,2,comprimento_Q3
5362,2005050,2,Huron a Fairport Harbor,1157,2005,432,758,fêmea,imaturo,2,comprimento_Q2
5363,2005050,2,Huron a Fairport Harbor,1157,2005,436,864,fêmea,imaturo,2,comprimento_Q2
5364,2005050,2,Huron a Fairport Harbor,1157,2005,418,752,macho,maduro,2,comprimento_Q2
5365,2005050,2,Huron a Fairport Harbor,1157,2005,395,679,macho,maduro,2,comprimento_Q1
5366,2005050,2,Huron a Fairport Harbor,1157,2005,438,728,fêmea,imaturo,2,comprimento_Q2
5367,2005050,2,Huron a Fairport Harbor,1157,2005,429,914,macho,maduro,2,comprimento_Q2
5368,2005050,2,Huron a Fairport Harbor,1157,2005,430,854,macho,maduro,2,comprimento_Q2
5369,2005050,2,Huron a Fairport Harbor,1157,2005,422,862,fêmea,maduro,2,comprimento_Q2
5370,2005050,2,Huron a Fairport Harbor,1157,2005,414,664,macho,maduro,2,comprimento_Q2
5371,2005050,2,Huron a Fairport Harbor,1157,2005,399,668,macho,maduro,2,comprimento_Q2
5372,2005050,2,Huron a Fairport Harbor,1157,2005,473,1149,fêmea,maduro,4,comprimento_Q3
5373,2005050,2,Huron a Fairport Harbor,1157,2005,429,725,macho,maduro,2,comprimento_Q2
5374,2005050,2,Huron a Fairport Harbor,1157,2005,427,748,fêmea,imaturo,2,comprimento_Q2
5375,2005050,2,Huron a Fairport Harbor,1157,2005,441,821,macho,maduro,2,comprimento_Q2
5376,2005050,2,Huron a Fairport Harbor,1157,2005,467,1119,fêmea,maduro,2,comprimento_Q3
5377,2005050,2,Huron a Fairport Harbor,1157,2005,422,805,fêmea,imaturo,2,comprimento_Q2
5378,2005050,2,Huron a Fairport Harbor,1157,2005,409,729,macho,maduro,2,comprimento_Q2
5379,2005050,2,Huron a Fairport Harbor,1157,2005,459,909,fêmea,imaturo,2,comprimento_Q3
5380,2005050,2,Huron a Fairport Harbor,1157,2005,453,961,fêmea,imaturo,2,comprimento_Q2
5381,2005050,2,Huron a Fairport Harbor,1157,2005,428,802,macho,maduro,2,comprimento_Q2
5382,2005050,2,Huron a Fairport Harbor,1157,2005,422,776,macho,maduro,4,comprimento_Q2
5383,2005050,2,Huron a Fairport Harbor,1157,2005,407,677,fêmea,imaturo,2,comprimento_Q2
5384,2005050,2,Huron a Fairport Harbor,1157,2005,406,709,macho,maduro,2,comprimento_Q2
5385,2005050,2,Huron a Fairport Harbor,1157,2005,566,1946,fêmea,maduro,4,comprimento_Q4
5386,2005050,2,Huron a Fairport Harbor,1157,2005,440,910,fêmea,imaturo,2,comprimento_Q2
5387,2005050,2,Huron a Fairport Harbor,1157,2005,435,836,fêmea,imaturo,2,comprimento_Q2
5388,2005050,2,Huron a Fairport Harbor,1157,2005,439,813,macho,maduro,2,comprimento_Q2
5389,2005050,2,Huron a Fairport Harbor,1157,2005,441,771,macho,maduro,2,comprimento_Q2
5390,2005050,2,Huron a Fairport Harbor,1157,2005,477,1235,macho,maduro,4,comprimento_Q3
5391,2005050,2,Huron a Fairport Harbor,1157,2005,426,713,fêmea,imaturo,2,comprimento_Q2
5392,2005050,2,Huron a Fairport Harbor,1157,2005,385,511,macho,maduro,2,comprimento_Q1
5393,2005050,2,Huron a Fairport Harbor,1157,2005,406,670,macho,maduro,2,comprimento_Q2
5394,2005050,2,Huron a Fairport Harbor,1157,2005,438,841,fêmea,imaturo,2,comprimento_Q2
5395,2005050,2,Huron a Fairport Harbor,1157,2005,431,813,fêmea,imaturo,2,comprimento_Q2
5396,2005050,2,Huron a Fairport Harbor,1157,2005,567,1818,fêmea,maduro,4,comprimento_Q4
5397,2005050,2,Huron a Fairport Harbor,1157,2005,601,2126,fêmea,maduro,4,comprimento_Q4
5398,2005050,2,Huron a Fairport Harbor,1157,2005,417,682,macho,maduro,2,comprimento_Q2
5399,2005050,2,Huron a Fairport Harbor,1157,2005,422,735,macho,maduro,4,comprimento_Q2
5400,2005050,2,Huron a Fairport Harbor,1157,2005,392,683,macho,maduro,2,comprimento_Q1
5401,2005050,2,Huron a Fairport Harbor,1157,2005,395,614,macho,maduro,2,comprimento_Q1
